,loss,accuracy,val_loss,val_accuracy
29,0.19694717228412628,0.9356603026390076,0.14860516786575317,0.9443550705909729
30,0.193776473402977,0.9330062866210938,0.14443956315517426,0.9478932023048401
31,0.18810388445854187,0.9362232685089111,0.15978772938251495,0.9392087459564209
32,0.18115955591201782,0.941450834274292,0.1420789659023285,0.9475715756416321
33,0.17969626188278198,0.9400836229324341,0.143902987241745,0.9475715756416321
34,0.19206103682518005,0.9313977956771851,0.1492551863193512,0.9443550705909729
35,0.17230258882045746,0.9445874094963074,0.159519225358963,0.9382438063621521
36,0.17092889547348022,0.943702757358551,0.16917209327220917,0.9314892292022705
37,0.167425274848938,0.943622350692749,0.1566006988286972,0.9376004934310913
38,0.1612928807735443,0.9460350871086121,0.13036423921585083,0.9533612132072449
39,0.1619722694158554,0.9489303231239319,0.15706445276737213,0.9388871192932129
40,0.16715610027313232,0.9448286890983582,0.12122083455324173,0.9581859111785889
41,0.1645384132862091,0.9461959004402161,0.128278449177742,0.9533612132072449
42,0.15825094282627106,0.9461154937744141,0.12642128765583038,0.9536828398704529
43,0.15123943984508514,0.9486891031265259,0.13607212901115417,0.9469282627105713
44,0.14470545947551727,0.9529516100883484,0.13630084693431854,0.9472499489784241
45,0.14329516887664795,0.9538362622261047,0.1257869005203247,0.9556127190589905
46,0.14781400561332703,0.9503780007362366,0.1408511996269226,0.9427468776702881
47,0.15870270133018494,0.9462763667106628,0.12938910722732544,0.9482148885726929
48,0.1389169991016388,0.9543188214302063,0.12196661531925201,0.9523962736129761
49,0.1402927041053772,0.953594982624054,0.11442777514457703,0.9601157903671265
50,0.14183536171913147,0.9529516100883484,0.11505468189716339,0.9572209715843201
51,0.14588972926139832,0.9512626528739929,0.1432042121887207,0.9408169984817505
52,0.1445591151714325,0.9518256187438965,0.1114497035741806,0.9597941637039185
53,0.13968174159526825,0.9511822462081909,0.10708107799291611,0.9591508507728577
54,0.1332526057958603,0.9552838802337646,0.11313559114933014,0.9559344053268433
55,0.1252276599407196,0.9589030146598816,0.11191218346357346,0.9581859111785889
56,0.1265801638364792,0.9581791758537292,0.10434410721063614,0.9614023566246033
57,0.12775807082653046,0.9577770829200745,0.12927109003067017,0.9478932023048401
58,0.12201421707868576,0.9589834213256836,0.11576437205076218,0.9556127190589905
59,0.12487483769655228,0.9597876667976379,0.1048896312713623,0.9607591032981873
60,0.12839087843894958,0.9564098715782166,0.09981396049261093,0.9620456695556641
61,0.11976053565740585,0.9597876667976379,0.10054849833250046,0.9646188616752625
62,0.12331230938434601,0.9586617350578308,0.11449545621871948,0.9562560319900513
63,0.11883784830570221,0.9605919122695923,0.1410743147134781,0.9440334439277649
64,0.12528418004512787,0.956088125705719,0.10749614983797073,0.9575425982475281
65,0.1152983233332634,0.9616374373435974,0.11476027965545654,0.9533612132072449
66,0.11936000734567642,0.9593051075935364,0.10350683331489563,0.9630106091499329
67,0.1181233674287796,0.9600289463996887,0.11419971287250519,0.9581859111785889
68,0.12558026611804962,0.9568119645118713,0.11011381447315216,0.961724042892456
69,0.11588942259550095,0.9601093530654907,0.09195464849472046,0.9678353071212769
70,0.1115681603550911,0.9630851149559021,0.0940365269780159,0.9659054279327393
71,0.11842961609363556,0.9599485397338867,0.10157307982444763,0.9642971754074097
72,0.11334333568811417,0.9630046486854553,0.0910186693072319,0.9668703675270081
73,0.1102665364742279,0.9635676145553589,0.09565646946430206,0.9639755487442017
74,0.10786326974630356,0.9639697670936584,0.08829975873231888,0.9684786200523376
75,0.11163539439439774,0.9627633690834045,0.08887878805398941,0.9665487408638
76,0.10217015445232391,0.9666237831115723,0.0875619500875473,0.9681569933891296
77,0.10324456542730331,0.964532732963562,0.09095138311386108,0.9665487408638
78,0.10271307080984116,0.9654978513717651,0.0873425230383873,0.9681569933891296
79,0.10182447731494904,0.9675888419151306,0.08738475292921066,0.9723383784294128
80,0.1019226610660553,0.9655782580375671,0.09941701591014862,0.9620456695556641
81,0.09958073496818542,0.9658999443054199,0.08860894292593002,0.9681569933891296
82,0.09866129606962204,0.9671063423156738,0.10567016154527664,0.9581859111785889
83,0.10418005287647247,0.9663020968437195,0.08529174327850342,0.9691219329833984
84,0.09954901039600372,0.9671063423156738,0.08235357701778412,0.9729816913604736
85,0.09567055851221085,0.9671867489814758,0.08679836988449097,0.9668703675270081
86,0.10172916203737259,0.9658195376396179,0.10261762142181396,0.9607591032981873
87,0.10144512355327606,0.9671867489814758,0.08198095858097076,0.9700868725776672
88,0.09599238634109497,0.9675084352493286,0.08036703616380692,0.9707301259040833
89,0.08922412991523743,0.9714492559432983,0.07930106669664383,0.9745898842811584
90,0.10696984082460403,0.9634872078895569,0.09386824071407318,0.9671919941902161
91,0.10670861601829529,0.9609135985374451,0.09786449372768402,0.9649404883384705
92,0.09590474516153336,0.9679105877876282,0.08438171446323395,0.9697651863098145
93,0.0913461446762085,0.9690365195274353,0.07461079210042953,0.976519763469696
94,0.09065370261669159,0.9686343669891357,0.10508664697408676,0.9607591032981873
95,0.09480656683444977,0.9695994853973389,0.08269879221916199,0.9694435596466064
96,0.09660344570875168,0.9650956988334656,0.08080734312534332,0.9691219329833984
97,0.09167386591434479,0.9678301215171814,0.08180040866136551,0.9675136804580688
98,0.08986281603574753,0.9699211716651917,0.0743553563952446,0.9733033180236816
99,0.08782132714986801,0.9691973328590393,0.07961616665124893,0.971051812171936
100,0.09506164491176605,0.966945469379425,0.07985798269510269,0.9704084992408752
101,0.08790677785873413,0.9691169261932373,0.07185035943984985,0.9742682576179504
102,0.08818724006414413,0.9709666967391968,0.07533305138349533,0.9739466309547424
103,0.087232306599617,0.970725417137146,0.08515383303165436,0.9704084992408752
104,0.08853570371866226,0.9686343669891357,0.0782640278339386,0.9739466309547424
105,0.09268107265233994,0.9687148332595825,0.07787081599235535,0.9688002467155457
106,0.09197444468736649,0.9694386124610901,0.0774710476398468,0.9733033180236816
107,0.08266883343458176,0.9720926284790039,0.07214656472206116,0.9749115705490112
108,0.08455946296453476,0.970564603805542,0.0855722576379776,0.9684786200523376
109,0.08579280227422714,0.9718513488769531,0.07666025310754776,0.971051812171936
110,0.08546213805675507,0.9717709422111511,0.06976055353879929,0.976198136806488
111,0.08019749820232391,0.9713688492774963,0.07464166730642319,0.9742682576179504
112,0.08419100940227509,0.9732990264892578,0.06671435385942459,0.9784496426582336
113,0.08327688276767731,0.9724947810173035,0.07115175575017929,0.97587651014328
114,0.08181780576705933,0.9737815856933594,0.07678812742233276,0.9733033180236816
115,0.0892956480383873,0.9690365195274353,0.07487073540687561,0.9742682576179504
116,0.08018969744443893,0.9720122218132019,0.07545047253370285,0.9742682576179504
117,0.07649526000022888,0.9733794331550598,0.07076969742774963,0.97587651014328
118,0.07886974513530731,0.9725751876831055,0.06719442456960678,0.9771630764007568
119,0.07620865106582642,0.9749879240989685,0.06462283432483673,0.9771630764007568
120,0.07304117828607559,0.97691810131073,0.07158377021551132,0.9752331972122192
121,0.07677625119686127,0.9741836786270142,0.08567071706056595,0.9704084992408752
122,0.08094567805528641,0.9728968739509583,0.09414620697498322,0.9655838012695312
123,0.07679343223571777,0.9745858311653137,0.07188224792480469,0.9723383784294128
124,0.08168833702802658,0.970725417137146,0.0917438268661499,0.9639755487442017
125,0.08424510061740875,0.9708058834075928,0.06782682240009308,0.976519763469696
126,0.07585630565881729,0.973057746887207,0.06790567189455032,0.9778063893318176
127,0.07263864576816559,0.9753096103668213,0.0740433782339096,0.9726600050926208
128,0.07202513515949249,0.9749879240989685,0.06221436709165573,0.9778063893318176
129,0.07094547897577286,0.9755508899688721,0.08687375485897064,0.9675136804580688
130,0.07313591241836548,0.9754704833030701,0.061568982899188995,0.9790929555892944
131,0.07021617889404297,0.9775615334510803,0.06866291910409927,0.976198136806488
132,0.0683056116104126,0.9755508899688721,0.06935422122478485,0.9778063893318176
133,0.06991582363843918,0.9762747287750244,0.07331535220146179,0.9729816913604736
134,0.07081650197505951,0.9753900766372681,0.06952138990163803,0.9749115705490112
135,0.07367373257875443,0.9750683903694153,0.06758914887905121,0.9784496426582336
136,0.07129806280136108,0.976837694644928,0.07115599513053894,0.9755548238754272
137,0.06649996340274811,0.9781244993209839,0.08106528222560883,0.9697651863098145
138,0.07292117923498154,0.9748271107673645,0.0696118175983429,0.9768414497375488
139,0.0695369765162468,0.9771593809127808,0.06798917800188065,0.97587651014328
140,0.0663970485329628,0.9769985675811768,0.06352183222770691,0.9794145822525024
141,0.06890753656625748,0.9780440926551819,0.060959238559007645,0.980701208114624
142,0.08139536529779434,0.9704037308692932,0.07000760734081268,0.9752331972122192
143,0.08222184330224991,0.9704037308692932,0.0698954313993454,0.9755548238754272
144,0.07466898113489151,0.9747466444969177,0.06269834190607071,0.9781280159950256
145,0.06059237942099571,0.979250431060791,0.06430990248918533,0.9800578951835632
146,0.06737098842859268,0.9775615334510803,0.06519263237714767,0.9771630764007568
147,0.06552943587303162,0.9787678718566895,0.06312023103237152,0.9797362685203552
148,0.06857402622699738,0.9770789742469788,0.06409946084022522,0.9803795218467712
149,0.06478855758905411,0.9776419401168823,0.08523549139499664,0.9707301259040833
150,0.06723125278949738,0.9787678718566895,0.06043701246380806,0.9797362685203552
151,0.061269715428352356,0.9802959561347961,0.0637754499912262,0.9787713289260864
152,0.06373006850481033,0.9784461855888367,0.06191849336028099,0.9794145822525024
153,0.0671825185418129,0.9753096103668213,0.06372592598199844,0.9771630764007568
154,0.06724343448877335,0.9762747287750244,0.07442054897546768,0.9736249446868896
155,0.0633050873875618,0.9779636263847351,0.05830308049917221,0.981022834777832
156,0.056715160608291626,0.9818240404129028,0.06334568560123444,0.9787713289260864
157,0.059606749564409256,0.9800546765327454,0.05888666585087776,0.9794145822525024
158,0.06227393448352814,0.979170024394989,0.0562242828309536,0.981022834777832
159,0.058348480612039566,0.9804568290710449,0.059213537722826004,0.980701208114624
160,0.05896490067243576,0.9794113039970398,0.06456739455461502,0.9768414497375488
161,0.06116379797458649,0.9786874651908875,0.058354973793029785,0.981022834777832
162,0.06393260508775711,0.9800546765327454,0.06487610936164856,0.9778063893318176
163,0.0677894875407219,0.9763551354408264,0.07736802101135254,0.9704084992408752
164,0.061145808547735214,0.9788483381271362,0.06316187232732773,0.9784496426582336
165,0.05967770889401436,0.9798133969306946,0.08076044172048569,0.971373438835144
166,0.06243456155061722,0.9778832197189331,0.0640227422118187,0.9790929555892944
167,0.05826093629002571,0.9812610745429993,0.07139993458986282,0.9781280159950256
168,0.06548117846250534,0.9776419401168823,0.05902678146958351,0.9823094010353088
169,0.055964913219213486,0.9803763628005981,0.054388295859098434,0.9800578951835632
170,0.052387695759534836,0.9824674129486084,0.06124923750758171,0.9778063893318176
171,0.05287319794297218,0.9813414812088013,0.060621730983257294,0.9781280159950256
172,0.055109135806560516,0.9814218878746033,0.06415143609046936,0.9787713289260864
173,0.05979173630475998,0.9797329902648926,0.052517350763082504,0.9819877743721008
174,0.05237140506505966,0.9825478792190552,0.05086800828576088,0.9832743406295776
175,0.05063418298959732,0.9831912517547607,0.056134261190891266,0.9829527139663696
176,0.0604502372443676,0.979170024394989,0.05510555952787399,0.9819877743721008
177,0.06265976279973984,0.9776419401168823,0.05518725514411926,0.9826310873031616
178,0.055091165006160736,0.9808589220046997,0.060024406760931015,0.9794145822525024
179,0.05526357516646385,0.9802155494689941,0.05424106866121292,0.9832743406295776
180,0.05313095077872276,0.9825478792190552,0.05578165501356125,0.9797362685203552
181,0.04900268092751503,0.9832716584205627,0.057523149996995926,0.98134446144104
182,0.05413906276226044,0.9811002016067505,0.057514455169439316,0.9819877743721008
183,0.05119142681360245,0.9820653200149536,0.0527874156832695,0.9835960268974304
184,0.051363956183195114,0.982869565486908,0.0540718138217926,0.98134446144104
185,0.05618679150938988,0.9806176424026489,0.05401286855340004,0.9835960268974304
186,0.048338424414396286,0.9833521246910095,0.0492466539144516,0.9848825931549072
187,0.04992472380399704,0.9825478792190552,0.05867893248796463,0.9800578951835632
188,0.04826715588569641,0.9849606156349182,0.059898491948843,0.98134446144104
189,0.04860682412981987,0.9825478792190552,0.050144631415605545,0.9845609664916992
190,0.05007609724998474,0.9835129380226135,0.05352066084742546,0.9819877743721008
191,0.050104688853025436,0.9840759038925171,0.04953913390636444,0.9842392802238464
192,0.05153951793909073,0.9822261333465576,0.06296320259571075,0.981022834777832
193,0.05150430649518967,0.9823065996170044,0.07483933866024017,0.9736249446868896
194,0.06048472970724106,0.9780440926551819,0.05887705087661743,0.9784496426582336
195,0.05176912248134613,0.9822261333465576,0.06087228283286095,0.980701208114624
196,0.058872565627098083,0.9786070585250854,0.05606580153107643,0.9823094010353088
197,0.044518813490867615,0.985201895236969,0.05213208124041557,0.9826310873031616
198,0.04978115111589432,0.9820653200149536,0.05293070897459984,0.9816661477088928
199,0.04528958350419998,0.9839954972267151,0.05564846470952034,0.9835960268974304
200,0.04684285819530487,0.9847193360328674,0.05285654217004776,0.9829527139663696
201,0.049703199416399,0.98294997215271,0.047822609543800354,0.985847532749176
202,0.04972546175122261,0.9842367768287659,0.049118299037218094,0.9826310873031616
203,0.04710574075579643,0.9827890992164612,0.050277478992938995,0.9842392802238464
204,0.046489305794239044,0.9839954972267151,0.0552048496901989,0.9832743406295776
205,0.049184396862983704,0.9832716584205627,0.06165005639195442,0.9803795218467712
206,0.04744630306959152,0.9846388697624207,0.05580590292811394,0.9829527139663696
207,0.04654078558087349,0.9835933446884155,0.04948050156235695,0.9845609664916992
208,0.0449407696723938,0.9838346242904663,0.04682449251413345,0.9852042198181152
209,0.041034821420907974,0.9861669540405273,0.0524112693965435,0.9832743406295776
210,0.04654203727841377,0.9834325313568115,0.05269403010606766,0.9826310873031616
211,0.05328921228647232,0.9821457266807556,0.06293510645627975,0.9794145822525024
212,0.04676755890250206,0.9833521246910095,0.04946838691830635,0.9842392802238464
213,0.0515647754073143,0.9802155494689941,0.05305302143096924,0.9839176535606384
214,0.04803762212395668,0.9856843948364258,0.05629830062389374,0.9823094010353088
215,0.05206388235092163,0.9826282858848572,0.05754341185092926,0.9797362685203552
216,0.04163201525807381,0.985443115234375,0.04673382639884949,0.9848825931549072
217,0.0481562465429306,0.9847997426986694,0.04835905879735947,0.9829527139663696
218,0.04877619445323944,0.9837542176246643,0.048142269253730774,0.9848825931549072
219,0.04232141748070717,0.9866495132446289,0.04832880571484566,0.985525906085968
220,0.041878171265125275,0.9862473607063293,0.05284075438976288,0.9832743406295776
221,0.044800397008657455,0.9850410223007202,0.043892282992601395,0.9871340990066528
222,0.041902169585227966,0.9856843948364258,0.06699205189943314,0.981022834777832
223,0.04629434272646904,0.9844780564308167,0.0620584674179554,0.981022834777832
224,0.050899993628263474,0.9798133969306946,0.05582110211253166,0.9852042198181152
225,0.04463660717010498,0.9836738109588623,0.058984339237213135,0.9832743406295776
226,0.04350471496582031,0.9859256744384766,0.05679189786314964,0.9832743406295776
227,0.04269351437687874,0.9861669540405273,0.04571615532040596,0.9864908456802368
228,0.04226189851760864,0.9856843948364258,0.04962919279932976,0.9871340990066528
229,0.041927170008420944,0.9865691065788269,0.06184391677379608,0.9816661477088928
230,0.046179741621017456,0.9843975901603699,0.044543128460645676,0.9884207248687744
231,0.0419607013463974,0.9864886403083801,0.049297478049993515,0.9852042198181152
232,0.04723207652568817,0.9836738109588623,0.05354820564389229,0.9819877743721008
233,0.03644579276442528,0.9873733520507812,0.049911029636859894,0.9848825931549072
234,0.04097398370504379,0.9850410223007202,0.05890471860766411,0.9835960268974304
235,0.041174814105033875,0.9867299199104309,0.06673115491867065,0.9794145822525024
236,0.04502595588564873,0.9850410223007202,0.04994523152709007,0.9845609664916992
237,0.04369519278407097,0.9861669540405273,0.04511459171772003,0.986169159412384
238,0.04210042953491211,0.9847193360328674,0.06778215616941452,0.980701208114624
239,0.037450917065143585,0.9868907928466797,0.05390126258134842,0.9835960268974304
240,0.033885858952999115,0.9890622496604919,0.057097166776657104,0.9835960268974304
241,0.03613625466823578,0.987614631652832,0.052586283534765244,0.985525906085968
